title	link	displayLink	snippet	cacheId	formattedUrl	pagemap
First human trial of COVID-19 vaccine finds it is safe and induces ...	https://www.sciencedaily.com/releases/2020/05/200522113708.htm	www.sciencedaily.com	"6 days ago ... The new Ad5 vectored COVID-19 vaccine evaluated in this trial is the first to be 
tested in humans. It uses a weakened common cold virus ( ..."	C-RyLANdxpMJ	https://www.sciencedaily.com/releases/2020/05/200522113708.htm	{'metatags': [{'last-modified': 'Fri, 29 May 2020 07:12:25 GMT', 'expires': 'Fri, 29 May 2020 08:12:25 GMT', 'og:type': 'article', 'og:site_name': 'ScienceDaily', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'First human trial of COVID-19 vaccine finds it is safe and induces rapid immune response', 'og:url': 'https://www.sciencedaily.com/releases/2020/05/200522113708.htm', 'og:description': 'A study of 108 adults finds that the vaccine produced neutralizing antibodies and T-cell response against SARS-CoV-2, but further research is needed to confirm whether the vaccine protects against SARS-COV-2 infection.'}]}
Novavax expects COVID-19 vaccine trial results in July	https://finance.yahoo.com/news/novavax-covid-19-vaccine-trial-is-designed-to-be-very-compressed-expect-results-in-july-155320617.html	finance.yahoo.com	"2 days ago ... Biotech firm Novavax has entered its coronavirus vaccine in a Phase 1 clinical 
trial in Australia — the first in the Southern Hemisphere."	kNJGaz2bu5MJ	https://finance.yahoo.com/.../novavax-covid-19-vaccine-trial-is-designed-to- be-very-compressed-expect-results-in-july-155320617.html	{'cse_thumbnail': [{'src': 'https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRhgnzM81rBihhwm47QRzhbHM9BWsVbxXiYjJFSxOrRG5Hk21xqe_sYYt8', 'width': '285', 'height': '177'}], 'metatags': [{'apple-itunes-app': 'app-id=304158842,app-argument=yahoo://article/view?uuid=2e5c9ed7-0bb5-3e26-84d9-28e2dea3bc84&src=web', 'og:image': 'https://s.yimg.com/uu/api/res/1.2/DGJV0XVZdoNAGnIRu6PXQA--~B/aD0yOTM3O3c9NDcxNjtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-images/2020-05/2bd8cad0-9f66-11ea-bffb-34a29f1ba741', 'theme-color': '#400090', 'twitter:card': 'summary_large_image', 'og:image:width': '4716', 'al:android:package': 'com.yahoo.mobile.client.android.yahoo', 'msapplication-tileimage': 'https://s.yimg.com/rz/p/yahoo_frontpage_en-US_s_f_w_bestfit_frontpage.png', 'al:ios:url': 'yahoo://article/view?uuid=2e5c9ed7-0bb5-3e26-84d9-28e2dea3bc84&src=web', 'og:description': 'Biotech firm Novavax has entered its coronavirus vaccine in a Phase 1 clinical trial in Australia — the first in the Southern Hemisphere.', 'twitter:dnt': 'on', 'twitter:image': 'https://s.yimg.com/uu/api/res/1.2/DGJV0XVZdoNAGnIRu6PXQA--~B/aD0yOTM3O3c9NDcxNjtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-images/2020-05/2bd8cad0-9f66-11ea-bffb-34a29f1ba741', 'al:ios:app_store_id': '304158842', 'oath:guce:consent-host': 'guce.yahoo.com', 'twitter:site': '@YahooFinance', 'news_keywords': 'flu vaccine, Novavax, coronavirus vaccine, recombinant technology', 'msapplication-tilecolor': '#6e329d', 'twitter:title': 'Novavax expects COVID-19 vaccine trial results in July', 'og:type': 'article', 'al:ios:app_name': 'Yahoo', 'msvalidate.01': 'A9862C0E6E1BE95BCE0BF3D0298FD58B', 'og:title': 'Novavax expects COVID-19 vaccine trial results in July', 'og:image:height': '2937', 'twitter:image:src': 'https://s.yimg.com/uu/api/res/1.2/DGJV0XVZdoNAGnIRu6PXQA--~B/aD0yOTM3O3c9NDcxNjtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-images/2020-05/2bd8cad0-9f66-11ea-bffb-34a29f1ba741', 'al:android:url': 'yahoo://article/view?uuid=2e5c9ed7-0bb5-3e26-84d9-28e2dea3bc84&src=web', 'referrer': 'unsafe-url', 'twitter:description': 'Biotech firm Novavax has entered its coronavirus vaccine in a Phase 1 clinical trial in Australia — the first in the Southern Hemisphere.', 'og:url': 'https://finance.yahoo.com/news/novavax-covid-19-vaccine-trial-is-designed-to-be-very-compressed-expect-results-in-july-155320617.html', 'al:android:app_name': 'Yahoo'}], 'cse_image': [{'src': 'https://s.yimg.com/uu/api/res/1.2/DGJV0XVZdoNAGnIRu6PXQA--~B/aD0yOTM3O3c9NDcxNjtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-images/2020-05/2bd8cad0-9f66-11ea-bffb-34a29f1ba741'}]}
World leaders unite in call for a people's vaccine against COVID-19 ...	https://www.unaids.org/en/resources/presscentre/pressreleaseandstatementarchive/2020/may/20200514_covid19-vaccine	www.unaids.org	"May 19, 2020 ... The letter, which marks the most ambitious position yet set out by world leaders 
on a COVID-19 vaccine, demands that all vaccines, treatments ..."	qRn5iLj5VdYJ	https://www.unaids.org/en/resources/.../2020/.../20200514_covid19-vaccine	{'cse_thumbnail': [{'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRfi3UulPO53TlUB6HfPkz4VAfjflUqDV4ZM3F0DYWq2FH8bTAblIBDWZfE', 'width': '280', 'height': '180'}], 'metatags': [{'last-modified': '2020-05-19', 'fb:app_id': '182300775636101', 'viewport': 'width=device-width, initial-scale=1', 'img-url': 'https://www.unaids.org/sites/default/files/peoplesvaccine_960px_0.png', 'og:title': 'World leaders unite in call for a people’s vaccine against COVID-19', 'og:url': 'https://www.unaids.org/en/resources/presscentre/pressreleaseandstatementarchive/2020/may/20200514_covid19-vaccine'}], 'cse_image': [{'src': 'https://www.unaids.org/sites/default/files/styles/webstory_ptohogallerytopimage/public/peoplesvaccine_960px_0.png?itok=kxuIQ7uQ'}]}
Only half of Americans would get a COVID-19 vaccine, poll shows	https://www.cbsnews.com/news/coronavirus-vaccine-half-americans-would-get/	www.cbsnews.com	"1 day ago ... But, ""to get a COVID-19 vaccine within a year or two ... causes me to fear that it 
won't be widely tested as to side effects."" Dr. Francis Collins, who ..."	xXgwo2WTn4cJ	https://www.cbsnews.com/.../coronavirus-vaccine-half-americans-would-get/	"{'cse_thumbnail': [{'src': 'https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT1itnn2BVxIy80E0Fgi_AOSs4Ktvn5V6dnDQ__zYd1lBZiWbVVgnpvHBdA', 'width': '310', 'height': '163'}], 'metatags': [{'og:image': 'https://cbsnews2.cbsistatic.com/hub/i/r/2020/05/05/4a46dbde-da4e-4f01-a828-8ab8cfaa4074/thumbnail/1200x630/73d6e62c5549a0a94a79f55d09935742/cbsn-fusion-first-americans-receive-dose-of-clinical-trial-vaccine-thumbnail-480017-640x360.jpg', 'twitter:app:url:iphone': 'cbsnewsapp://cbsnews.com/news/coronavirus-vaccine-half-americans-would-get/', 'twitter:app:id:googleplay': 'com.treemolabs.apps.cbsnews', 'og:image:width': '1200', 'twitter:card': 'summary_large_image', 'theme-color': '#101010', 'twitter:app:url:ipad': 'cbsnewsapp://cbsnews.com/news/coronavirus-vaccine-half-americans-would-get/', 'apple-mobile-web-app-title': 'CBS News', 'al:android:package': 'com.treemolabs.apps.cbsnews', 'twitter:app:name:googleplay': 'CBS News', 'al:ios:url': 'cbsnewsapp://cbsnews.com/news/coronavirus-vaccine-half-americans-would-get/', 'twitter:app:id:iphone': '334256223', 'og:description': ""Among the fifth who told AP/NORC Center pollsters they wouldn't, safety worries were the top concern."", 'al:ios:app_store_id': '334256223', 'article:publisher': 'https://www.facebook.com/CBSHealth', 'twitter:dnt': 'on', 'twitter:image': 'https://cbsnews2.cbsistatic.com/hub/i/r/2020/05/05/4a46dbde-da4e-4f01-a828-8ab8cfaa4074/thumbnail/1200x630/73d6e62c5549a0a94a79f55d09935742/cbsn-fusion-first-americans-receive-dose-of-clinical-trial-vaccine-thumbnail-480017-640x360.jpg', 'twitter:site': '@CBSHealth', 'news_keywords': 'covid-19, 2019-20 coronavirus pandemic, vaccine', 'twitter:app:country': 'US', 'og:video:type': 'video/mp4', 'article:content_tier': 'free', 'og:video:height': '1080', 'og:video:url': 'https://public.vilynx.com/direct/8fc31712de713e0c34c55c4bce033614/3146e280-252d-431d-bf5f-b3586593c02d/pro69.viwindow.mp4', 'og:type': 'article', 'twitter:title': 'Only half of Americans would get a COVID-19 vaccine, poll shows', 'al:ios:app_name': 'CBS News', 'og:title': 'Only half of Americans would get a COVID-19 vaccine, poll shows', 'og:image:height': '630', 'twitter:app:id:ipad': '334256223', 'al:web:url': 'https://www.cbsnews.com/news/coronavirus-vaccine-half-americans-would-get/', 'og:video:secure_url': 'https://public.vilynx.com/direct/8fc31712de713e0c34c55c4bce033614/3146e280-252d-431d-bf5f-b3586593c02d/pro69.viwindow.mp4', 'fb:pages': '131459315949', 'og:video:width': '1920', 'fb:app_id': '1536620209892267', 'twitter:app:url:googleplay': 'cbsnewsapp://cbsnews.com/news/coronavirus-vaccine-half-americans-would-get/', 'apple-mobile-web-app-status-bar-style': 'black', 'twitter:app:name:ipad': 'CBS News', 'viewport': 'width=device-width, initial-scale=1, minimum-scale=1, maximum-scale=1, user-scalable=0', 'twitter:description': ""Among the fifth who told AP/NORC Center pollsters they wouldn't, safety worries were the top concern."", 'apple-mobile-web-app-capable': 'yes', 'og:url': 'https://www.cbsnews.com/news/coronavirus-vaccine-half-americans-would-get/', 'al:android:app_name': 'CBS News', 'twitter:app:name:iphone': 'CBS News', 'article:opinion': 'false'}], 'cse_image': [{'src': 'https://cbsnews2.cbsistatic.com/hub/i/r/2020/05/05/4a46dbde-da4e-4f01-a828-8ab8cfaa4074/thumbnail/1200x630/73d6e62c5549a0a94a79f55d09935742/cbsn-fusion-first-americans-receive-dose-of-clinical-trial-vaccine-thumbnail-480017-640x360.jpg'}]}"
Moderna's Work on a COVID-19 Vaccine Candidate | Moderna, Inc.	https://www.modernatx.com/modernas-work-potential-vaccine-against-covid-19	www.modernatx.com	"This page summarizes key milestones in our work to advance mRNA-1273, our 
vaccine candidate against the novel coronavirus. May 18. Moderna announced ..."	2lEXmQgOKcgJ	https://www.modernatx.com/modernas-work-potential-vaccine-against-covid- 19	{'metatags': [{'twitter:card': 'summary', 'twitter:title': 'Moderna’s Work on a COVID-19 Vaccine Candidate', 'viewport': 'width=device-width, initial-scale=1.0', 'twitter:url': 'https://www.modernatx.com/modernas-work-potential-vaccine-against-covid-19', 'web_author': 'Boston Interactive - http://www.bostoninteractive.com'}], 'Document': [{'date': '2020-05-18T00:00:00-04:00', 'title': 'Moderna’s Work on a COVID-19 Vaccine Candidate'}]}
COVID-19 vaccine trials: Massive testing planned in U.S. to meet ...	https://www.nbcnews.com/health/health-news/covid-19-vaccine-trials-massive-testing-planned-u-s-meet-n1213256	www.nbcnews.com	"6 days ago ... Covid-19 vaccine trials: Is there a vaccine for coronavirus? A massive effort is 
planned for the U.S. to meet year-end goals."	IQ1ygpr159kJ	https://www.nbcnews.com/.../covid-19-vaccine-trials-massive-testing-planned -u-s-meet-n1213256	{'thumbnail': [{'src': 'https://media1.s-nbcnews.com/j/newscms/2020_21/3354351/200518-moderna-vaccine-lab-cs-1159a_5d9c1149c7b85b8873e44b9664f144a4.social_share_1024x768_scale.jpg'}], 'metatags': [{'msapplication-config': 'https://nodeassets.nbcnews.com/cdnassets/projects/ramen/favicon/nbcnews/all-other-sizes-PNG.ico/browserconfig.xml', 'og:image': 'https://media1.s-nbcnews.com/j/newscms/2020_21/3354351/200518-moderna-vaccine-lab-cs-1159a_5d9c1149c7b85b8873e44b9664f144a4.nbcnews-fp-1200-630.jpg', 'og:image:width': '1200', 'twitter:card': 'summary_large_image', 'og:site_name': 'NBC News', 'og:image:type': 'image/jpeg', 'msapplication-tileimage': 'https://nodeassets.nbcnews.com/cdnassets/projects/ramen/favicon/nbcnews/all-other-sizes-PNG.ico/ms-icon-144x144.png', 'twitter:creator': 'NBCNews', 'og:description': 'Between 100,000 to 150,000 volunteers expected to be enrolled in half a dozen vaccine trials this summer, scientists say.', 'og:image:secure_url': 'https://media1.s-nbcnews.com/j/newscms/2020_21/3354351/200518-moderna-vaccine-lab-cs-1159a_5d9c1149c7b85b8873e44b9664f144a4.nbcnews-fp-1200-630.jpg', 'twitter:image': 'https://media1.s-nbcnews.com/j/newscms/2020_21/3354351/200518-moderna-vaccine-lab-cs-1159a_5d9c1149c7b85b8873e44b9664f144a4.nbcnews-fp-1024-512.jpg', 'twitter:site': '@NBCNews', 'article:content_tier': 'free', 'msapplication-tilecolor': '#FFFFFF', 'og:type': 'article', 'twitter:title': 'U.S. plans to test more than 100,000 volunteers for Covid-19 vaccine by end of the year', 'thumbnail': 'https://media1.s-nbcnews.com/j/newscms/2020_21/3354351/200518-moderna-vaccine-lab-cs-1159a_5d9c1149c7b85b8873e44b9664f144a4.social_share_1024x768_scale.jpg', 'og:title': 'U.S. plans to test more than 100,000 volunteers for Covid-19 vaccine by end of the year', 'og:image:height': '630', 'fb:pages': '155869377766434', 'twitter:image:src': 'https://media1.s-nbcnews.com/j/newscms/2020_21/3354351/200518-moderna-vaccine-lab-cs-1159a_5d9c1149c7b85b8873e44b9664f144a4.nbcnews-fp-1024-512.jpg', 'fb:app_id': '10150138890205613', 'viewport': 'width=device-width, initial-scale=1, maximum-scale=1, user-scalable=no', 'twitter:description': 'Between 100,000 to 150,000 volunteers expected to be enrolled in half a dozen vaccine trials this summer, scientists say.', 'og:locale': 'en_US', 'og:url': 'https://www.nbcnews.com/health/health-news/covid-19-vaccine-trials-massive-testing-planned-u-s-meet-n1213256', 'article:opinion': 'false'}], 'cse_image': [{'src': 'https://media1.s-nbcnews.com/j/newscms/2020_21/3354351/200518-moderna-vaccine-lab-cs-1159a_5d9c1149c7b85b8873e44b9664f144a4.social_share_1024x768_scale.jpg', 'width': '284', 'type': '1', 'height': '178'}]}
Oxford University's timeline for a COVID-19 vaccine is shorter than ...	https://www.popsci.com/story/health/covid-19-vaccine-oxford-september/	www.popsci.com	"May 4, 2020 ... The COVID-19 vaccine—which the researchers have dubbed ChAdOx1 nCoV-19
—includes a gene that codes for the spike-shaped protein on ..."	ThNlryqjjQUJ	https://www.popsci.com/story/health/covid-19-vaccine-oxford-september/	{'cse_thumbnail': [{'src': 'https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT3WYi7cbqx3xstT15mIDO0Gy_rafV0z-i6kC-VylvKcaUfLRSjEMGlduA', 'width': '311', 'height': '162'}], 'metatags': [{'og:image': 'https://www.popsci.com/resizer/BmmafD3c13yoBUuQ6PlH1IJvJ7M=/1200x628/smart/arc-anglerfish-arc2-prod-bonnier.s3.amazonaws.com/public/5UOR7PP5ZNHH3N6E3RVAFE6P7U.jpg', 'twitter:card': 'summary_large_image', 'twitter:title': 'Oxford University’s timeline for a COVID-19 vaccine is shorter than previous estimates', 'og:type': 'article', 'og:site_name': 'Popular Science', 'twitter:url': 'https://www.popsci.com/story/health/covid-19-vaccine-oxford-september/', 'og:title': 'Oxford University’s timeline for a COVID-19 vaccine is shorter than previous estimates', 'fb:pages': '60342206410', 'og:description': 'As scientists around the world race to develop a vaccine for COVID-19, researchers at Oxford University have now pulled into the lead. The team recently began testing a vaccine candidate in people that—if effective—could possibly become available as early as September, the New York Times reported on April 27. That would be well before any other vaccine effort currently underway is expected to reach the finish line.', 'twitter:image': 'https://www.popsci.com/resizer/BmmafD3c13yoBUuQ6PlH1IJvJ7M=/1200x628/smart/arc-anglerfish-arc2-prod-bonnier.s3.amazonaws.com/public/5UOR7PP5ZNHH3N6E3RVAFE6P7U.jpg', 'fb:app_id': '580686128943941', 'twitter:site': '@popsci', 'viewport': 'width=device-width, initial-scale=1, user-scalable=no', 'fb:admins': 'https://www.facebook.com/auddev.bonniercorp', 'og:url': 'https://www.popsci.com/story/health/covid-19-vaccine-oxford-september/'}], 'cse_image': [{'src': 'https://www.popsci.com/resizer/BmmafD3c13yoBUuQ6PlH1IJvJ7M=/1200x628/smart/arc-anglerfish-arc2-prod-bonnier.s3.amazonaws.com/public/5UOR7PP5ZNHH3N6E3RVAFE6P7U.jpg'}]}
40% of Republicans in Yahoo poll agree with Bill Gates conspiracy ...	https://www.businessinsider.com/republicans-bill-gates-covid-19-vaccine-tracking-microchip-study-2020-5	www.businessinsider.com	"5 days ago ... ... and conservative pundits over his coronavirus vaccination efforts. ... in a new 
poll say they think Bill Gates wants to use COVID-19 vaccines to ..."	34otPaOJHJYJ	https://www.businessinsider.com/republicans-bill-gates-covid-19-vaccine- tracking-microchip-study-2020-5	{'cse_thumbnail': [{'src': 'https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQHqJs2DoyzYVwST5i0hBaky70MhlAXNkJNdpbtcnVKIB4llOJyBdO0Q8qi', 'width': '318', 'height': '159'}], 'metatags': [{'date': '2020-05-23', 'og:image': 'https://i.insider.com/5ec92329f0f41933a812c373?width=1200&format=jpeg', 'apple-itunes-app': 'app-id=554260576', 'msapplication-config': '//www.businessinsider.com/public/assets/BI/US/favicons/browserconfig.xml?12-31-19', 'twitter:card': 'summary_large_image', 'theme-color': '#ffffff', 'sailthru.tags': 'coronavirus, Bill Gates, Vaccine, COVID-19, Yahoo News, YouGov, Brittany Chang', 'og:site_name': 'Business Insider', 'title': 'More than 40% of Republicans in a new poll say they think Bill Gates wants to use COVID-19 vaccines to implant location-tracking microchips in recipients', 'og:description': 'Bill Gates has become the target of online conspiracy theorists and conservative pundits over his coronavirus vaccination efforts.', 'article:publisher': 'businessinsider', 'twitter:site': '@businessinsider', 'news_keywords': 'coronavirus, Bill Gates, Vaccine, COVID-19, Yahoo News, YouGov, Brittany Chang', 'sailthru.title': 'More than 40% of Republicans in a new poll say they think Bill Gates wants to use COVID-19 vaccines to implant location-tracking microchips in recipients', 'article:content_tier': 'free', 'sailthru.verticals': 'news', 'sailthru.date': '2020-05-23', 'og:type': 'article', 'author': 'Brittany Chang', 'tbi-vertical': 'News', 'og:title': 'More than 40% of Republicans in a new poll say they think Bill Gates wants to use COVID-19 vaccines to implant location-tracking microchips in recipients', 'sailthru.image.thumb': 'https://i.insider.com/5ec9230d5af6cc466755dbca?width=160&format=jpeg', 'fb:pages': '20446254070', 'sailthru.description': 'Bill Gates has become the target of online conspiracy theorists and conservative pundits over his coronavirus vaccination efforts.', 'linkedin:owner': 'mid:1d5f7b', 'viewport': 'width=device-width, initial-scale=1', 'og:url': 'https://www.businessinsider.com/republicans-bill-gates-covid-19-vaccine-tracking-microchip-study-2020-5', 'sailthru.author': 'Brittany Chang', 'sailthru.image.full': 'https://i.insider.com/5ec9230d5af6cc466755dbca?width=1200&format=jpeg', 'article:opinion': 'false'}], 'cse_image': [{'src': 'https://i.insider.com/5ec92329f0f41933a812c373?width=1200&format=jpeg'}]}
A Covid-19 Vaccine Will Need Equitable, Global Distribution	https://hbr.org/2020/04/a-covid-19-vaccine-will-need-equitable-global-distribution	hbr.org	"Apr 2, 2020 ... In addition, most vaccines need to be kept between two and eight degrees 
Celsius. However, in many low- and middle-income countries, ..."	7onzwmvBECIJ	https://hbr.org/.../a-covid-19-vaccine-will-need-equitable-global-distribution	{'cse_thumbnail': [{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3IQkU4_r_h5OpNkWKQvFNK-2BXy2cNSibB77PWxTP3cOWyH7oJMiH-Ktq', 'width': '300', 'height': '168'}], 'metatags': [{'msapplication-config': 'none', 'og:image': 'https://hbr.org/resources/images/article_assets/2020/04/Apr20_1-116406654.jpg', 'twitter:card': 'summary_large_image', 'article:published_time': '2020-04-02T12:05:04Z', 'og:site_name': 'Harvard Business Review', 'shopper-attributes': 'state:guest', 'page-id': '300', 'primary-editor': '57', 'page-category-id': '99115', 'article-content-type': 'Digital Article', 'og:description': 'Policymakers need to start planning now.', 'twitter:creator': '@harvardbiz', 'article:publisher': 'https://www.facebook.com/HBR', 'twitter:image': 'https://hbr.org/resources/images/article_assets/2020/04/Apr20_1-116406654.jpg', 'sid': 'd548a717-b4ff-42cb-8baa-dabcbb0166c7', 'uid': '9ABCADE332E5F0F138B56D934DC878AB', 'twitter:site': '@harvardbiz', 'article:modified_time': '2020-04-20T17:50:21Z', 'page-type': 'ITEM', 'rr-placements': 'item_page.articles,item_page.top_right,item_page.bottom,item_page.red_strip_engage,item_page.subscribe_now_footer_engage,item_page.topbar_subscribe_engage,item_page.mag_cover_engage,item_page.subscribe,item_page.article_slider_engage,item_page.exit_popup_slider,item_page.books_recirc', 'item-name': 'A Covid-19 Vaccine Will Need Equitable, Global Distribution', 'page-category-name': 'Economics & Society', 'og:type': 'article', 'article:section': 'Economics & Society', 'ox-group': '537063787', 'intromercial': 'protected', 'og:title': 'A Covid-19 Vaccine Will Need Equitable, Global Distribution', 'article:tag': 'Economics & Society', 'item-id': 'tag:blogs.harvardbusiness.org,2007-03-31:999.258131', 'viewport': 'initial-scale=1,width=device-width', 'og:url': 'https://hbr.org/2020/04/a-covid-19-vaccine-will-need-equitable-global-distribution'}], 'cse_image': [{'src': 'https://hbr.org/resources/images/article_assets/2020/04/Apr20_1-116406654.jpg'}]}
First Human Trial Of Possible COVID-19 Vaccine Triggers Rapid ...	https://www.studyfinds.org/first-human-trial-of-possible-covid-19-vaccine-triggers-rapid-immune-response-few-side-effects/	www.studyfinds.org	"4 days ago ... This result shows a promising vision for the development of COVID-19 vaccines, 
but we are still a long way from this vaccine being available to all ..."	3kJ_xQq4Fl4J	https://www.studyfinds.org/first-human-trial-of-possible-covid-19-vaccine- triggers-rapid-immune-response-few-side-effects/	{'cse_thumbnail': [{'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQjudrL17qZr70GPxK0dUD-bLlMCr6NBUvdTd71HsLRtnYReSiZz5gP-rgs', 'width': '275', 'height': '183'}], 'metatags': [{'og:image': 'https://www.studyfinds.org/wp-content/uploads/2020/05/AdobeStock_330634250-scaled.jpeg', 'og:type': 'article', 'article:published_time': '2020-05-24T13:05:36+00:00', 'og:image:width': '2560', 'twitter:card': 'summary', 'og:site_name': 'Study Finds', 'og:title': 'First Human Trial Of Possible COVID-19 Vaccine Triggers Rapid Immune Response, Few Side-Effects - Study Finds', 'og:image:height': '1703', 'bingbot': 'index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1', 'msapplication-tileimage': 'https://www.studyfinds.org/wp-content/uploads/2018/08/cropped-favicon-270x270.png', 'og:description': 'Researchers say the first human trial of a possible COVID-19 vaccine has been found to be safe and may effectively fight the virus.', 'twitter:creator': '@studyfindsorg', 'article:publisher': 'https://www.facebook.com/StudyFinds.org/', 'twitter:site': '@studyfindsorg', 'viewport': 'width=device-width, initial-scale=1', 'og:locale': 'en_US', 'og:url': 'https://www.studyfinds.org/first-human-trial-of-possible-covid-19-vaccine-triggers-rapid-immune-response-few-side-effects/'}], 'cse_image': [{'src': 'https://www.studyfinds.org/wp-content/uploads/2020/05/AdobeStock_330634250-scaled.jpeg'}]}
Two more COVID-19 vaccines move towards Phase 2 human trials	https://newatlas.com/health-wellbeing/covid19-vaccine-oxford-adenovirus-phase2-human-trials/	newatlas.com	"4 days ago ... Hot on the heels of biotech company Moderna's recent announcement of 
successful phase 1 trials for its mRNA COVID-19 vaccine, two more ..."	zfGnpycStK4J	https://newatlas.com/.../covid19-vaccine-oxford-adenovirus-phase2-human- trials/	{'cse_thumbnail': [{'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS4mcBzW5ZJsI_uZd82Kq_Mq8VbqhVLim86MoflzcJtm-S1zqiFkpfBiho', 'width': '310', 'height': '163'}], 'metatags': [{'og:image': 'https://assets.newatlas.com/dims4/default/3776347/2147483647/strip/true/crop/2000x1050+0+142/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2Fb8%2F92%2F0010eef24c569049c6f292016450%2Fdepositphotos-265599620-l-2015.jpg', 'og:image:width': '1200', 'article:published_time': '2020-05-25T03:28:11.646', 'twitter:card': 'summary_large_image', 'og:site_name': 'New Atlas', 'og:image:type': 'image', 'og:description': 'Hot on the heels of biotech company Moderna’s recent announcement of successful phase 1 trials for its mRNA COVID-19 vaccine, two more promising candidates are delivering encouraging early data as several vaccines race into phase 2 human testing.', 'twitter:image': 'https://assets.newatlas.com/dims4/default/3d969e3/2147483647/strip/true/crop/2000x1125+0+104/resize/1200x675!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2Fb8%2F92%2F0010eef24c569049c6f292016450%2Fdepositphotos-265599620-l-2015.jpg', 'twitter:image:alt': 'More results from COVID-19 vaccine human trials demonstrate several viable candidates moving to larger Phase 2 studies', 'twitter:site': '@nwtls', 'article:modified_time': '2020-05-25T10:04:31.952', 'brightspot.contentid': '00000172-49b8-de19-a77e-69bacb580001', 'og:image:alt': 'More results from COVID-19 vaccine human trials demonstrate several viable candidates moving to larger Phase 2 studies', 'og:type': 'article', 'article:section': 'Health & Wellbeing', 'twitter:title': 'Two more COVID-19 vaccines move towards Phase 2 human trials', 'og:image:url': 'https://assets.newatlas.com/dims4/default/3776347/2147483647/strip/true/crop/2000x1050+0+142/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2Fb8%2F92%2F0010eef24c569049c6f292016450%2Fdepositphotos-265599620-l-2015.jpg', 'og:title': 'Two more COVID-19 vaccines move towards Phase 2 human trials', 'og:image:height': '630', 'article:author': 'https://newatlas.com/author/rich-haridy/', 'article:tag': 'Coronavirus (COVID-19)', 'fb:app_id': '38456013908', 'viewport': 'width=device-width, initial-scale=1, maximum-scale=5', 'twitter:description': 'Hot on the heels of biotech company Moderna’s recent announcement of successful phase 1 trials for its mRNA COVID-19 vaccine, two more promising candidates are delivering encouraging early data as several vaccines race into phase 2 human testing.', 'og:url': 'https://newatlas.com/health-wellbeing/covid19-vaccine-oxford-adenovirus-phase2-human-trials/'}], 'cse_image': [{'src': 'https://assets.newatlas.com/dims4/default/3776347/2147483647/strip/true/crop/2000x1050+0+142/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2Fb8%2F92%2F0010eef24c569049c6f292016450%2Fdepositphotos-265599620-l-2015.jpg'}]}
